CEC Modules,T_noct,A_c,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,Alpha_sc,Beta_oc,A_ref,I_l_ref,I_o_ref,R_s,R_sh_ref,Adjust,Gamma_r,Source
Quantum Technologies QS 225W-60-256 EM 3BB,49,1.594,60,7.93,36.42,7.38,30.48,0.006661,-0.14422,1.7986,7.933,1.253e-008,0.104,277.28,24,-0.567,Mono-c-Si
Quantum Technologies QS 230W-60-156 SP 2BB,48.8,1.594,60,8.13,37.2,7.49,30.6,0.010406,-0.14396,1.8549,8.138,1.546e-008,0.178,173.27,28.5,-0.552,Multi-c-Si
Realforce Power RF-215P60,43.1,1.575,60,8.27,35.5,7.37,29.2,0.003953,-0.11356,1.5359,8.304,7.03e-010,0.231,56.22,21.67,-0.451,Multi-c-Si
Realforce Power RF-220P60,43.1,1.575,60,8.33,35.9,7.54,29.2,0.003982,-0.11484,1.5271,8.362,4.87e-010,0.288,75.39,17.98,-0.451,Multi-c-Si
Realforce Power RF-225P60,43.1,1.575,60,8.37,36.2,7.65,29.4,0.004001,-0.1158,1.5293,8.396,4.21e-010,0.297,95.79,16.51,-0.451,Multi-c-Si
Realforce Power RF-230P60,43.1,1.575,60,8.42,36.5,7.74,29.7,0.004025,-0.11676,1.5383,8.442,4.03e-010,0.29,113.52,16.03,-0.451,Multi-c-Si
Realforce Power RF-235P60,43.1,1.575,60,8.45,36.8,7.81,30.1,0.004039,-0.11772,1.5506,8.467,4.04e-010,0.268,136.73,16.01,-0.451,Multi-c-Si
Realforce Power RF-240P60,43.1,1.575,60,8.48,37.2,7.86,30.5,0.004053,-0.119,1.567,8.494,4.04e-010,0.26,153.71,15.97,-0.451,Multi-c-Si
Realforce Power RF-245P60,43.1,1.575,60,8.53,37.5,7.93,30.9,0.004077,-0.11996,1.5814,8.542,4.19e-010,0.238,173.93,16.23,-0.451,Multi-c-Si
Realforce Power RF-250P60,43.1,1.575,60,8.55,38,7.99,31.3,0.004087,-0.12156,1.5972,8.559,3.9e-010,0.244,236.05,15.54,-0.451,Multi-c-Si
Realforce Power RF-255P72,43.1,1.882,72,8.25,42.6,7.31,34.9,0.003944,-0.13628,1.8456,8.29,7.19e-010,0.299,62.11,21.94,-0.451,Multi-c-Si
Realforce Power RF-260P72,43.1,1.882,72,8.29,42.7,7.43,35,0.003963,-0.1366,1.8365,8.323,6.19e-010,0.298,74.15,20.38,-0.451,Multi-c-Si
Realforce Power RF-265P72,43.1,1.882,72,8.33,42.9,7.54,35.1,0.003982,-0.13724,1.8314,8.359,5.29e-010,0.311,89.64,18.78,-0.451,Multi-c-Si
Realforce Power RF-270P72,43.1,1.882,72,8.37,43.2,7.65,35.3,0.004001,-0.1382,1.8316,8.394,4.58e-010,0.321,113.3,17.32,-0.451,Multi-c-Si
Realforce Power RF-275P72,43.1,1.882,72,8.41,43.6,7.72,35.6,0.00402,-0.13948,1.8429,8.431,4.3e-010,0.328,129.07,16.66,-0.451,Multi-c-Si
Realforce Power RF-280P72,43.1,1.882,72,8.44,44,7.78,36,0.004034,-0.14076,1.8573,8.458,4.2e-010,0.319,148.25,16.39,-0.451,Multi-c-Si
Realforce Power RF-285P72,43.1,1.882,72,8.47,44.4,7.83,36.4,0.004049,-0.14204,1.8731,8.486,4.17e-010,0.311,164.86,16.29,-0.451,Multi-c-Si
Realforce Power RF-290P72,43.1,1.882,72,8.5,44.8,7.88,36.8,0.004063,-0.14332,1.889,8.514,4.15e-010,0.302,185.15,16.18,-0.451,Multi-c-Si
Realforce Power RF-295P72,43.1,1.882,72,8.53,45.2,7.93,37.2,0.004077,-0.14459,1.9048,8.542,4.12e-010,0.294,210.5,16.08,-0.451,Multi-c-Si
REC ScanModule SCM205,50.5,1.664,60,7.9,36.1,7.3,28.1,0.008224,-0.12729,1.5753,7.919,8.631e-010,0.487,199.51,11.6,-0.462,Multi-c-Si
REC ScanModule SCM210,50.5,1.664,60,8.1,36.1,7.5,28.2,0.008432,-0.12729,1.5767,8.117,9.049e-010,0.459,215.3,11.8,-0.462,Multi-c-Si
REC ScanModule SCM215,50.5,1.664,60,8.1,36.3,7.6,28.3,0.008432,-0.12799,1.5717,8.102,7.534e-010,0.47,1558.68,10.1,-0.462,Multi-c-Si
REC ScanModule SCM220,50.5,1.664,60,8.2,36.6,7.7,28.7,0.008536,-0.12905,1.5893,8.202,8.151e-010,0.442,1653.75,10.7,-0.462,Multi-c-Si
REC ScanModule SCM225,50.5,1.664,60,8.2,36.8,7.7,29.1,0.008536,-0.12976,1.6064,8.203,9.195e-010,0.406,1151.03,11.8,-0.462,Multi-c-Si
REC Solar REC205AE-US,49,1.65,60,7.9,36.1,7.3,28.1,0.010033,-0.13101,1.6522,7.916,2.517e-009,0.467,234.55,18.1,-0.498,Multi-c-Si
REC Solar REC205AE-US (BLK),49,1.65,60,7.9,36.1,7.3,28.1,0.010033,-0.13101,1.6522,7.916,2.517e-009,0.467,234.55,18.1,-0.498,Multi-c-Si
REC Solar REC205PE,47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC205PE (BLK),47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC205PE Q2,47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC205PE Q3,47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC205PE-US,47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC205PE-US (BLK),47.9,1.65,60,8.1,35.5,7.45,27.55,0.000891,-0.11289,1.4141,8.133,9.821e-011,0.517,125.59,4.8,-0.457,Multi-c-Si
REC Solar REC210AE-US,49,1.65,60,8.1,36.1,7.5,28.2,0.010287,-0.13101,1.6537,8.114,2.635e-009,0.439,257.51,18.3,-0.498,Multi-c-Si
REC Solar REC210AE-US (BLK),49,1.65,60,8.1,36.1,7.5,28.2,0.010287,-0.13101,1.6537,8.114,2.635e-009,0.439,257.51,18.3,-0.498,Multi-c-Si
REC Solar REC210PE,47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC210PE (BLK),47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC210PE Q2,47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC210PE Q3,47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC210PE-US,47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC210PE-US (BLK),47.9,1.65,60,8.2,35.9,7.55,27.85,0.000902,-0.11416,1.4286,8.232,9.712e-011,0.518,130.81,4.6,-0.457,Multi-c-Si
REC Solar REC215AE-US,49,1.65,60,8.1,36.3,7.6,28.27,0.010287,-0.13181,1.6476,8.105,2.191e-009,0.455,100000,16.4,-0.498,Multi-c-Si
REC Solar REC215AE-US (BLK),49,1.65,60,8.1,36.3,7.6,28.27,0.010287,-0.13177,1.6474,8.105,2.183e-009,0.455,100000,16.4,-0.498,Multi-c-Si
REC Solar REC215PE,47.9,1.65,60,8.1,36.3,7.6,28.3,0.000891,-0.11543,1.4342,8.108,8.175e-011,0.506,489.8,3.2,-0.457,Multi-c-Si
REC Solar REC215PE (BLK),47.9,1.65,60,8.1,36.3,7.6,28.3,0.000891,-0.11543,1.4342,8.108,8.175e-011,0.506,489.8,3.2,-0.457,Multi-c-Si
REC Solar REC215PE-US,47.9,1.65,60,8.1,36.3,7.6,28.3,0.000891,-0.11543,1.4342,8.108,8.175e-011,0.506,489.8,3.2,-0.457,Multi-c-Si
REC Solar REC215PE-US (BLK),47.9,1.65,60,8.1,36.3,7.6,28.3,0.000891,-0.11543,1.4342,8.108,8.175e-011,0.506,489.8,3.2,-0.457,Multi-c-Si
REC Solar REC220AE-US,49,1.65,60,8.2,36.6,7.7,28.7,0.010414,-0.13286,1.6673,8.205,2.401e-009,0.422,100000,17.2,-0.498,Multi-c-Si
REC Solar REC220AE-US (BLK),49,1.65,60,8.2,36.6,7.7,28.7,0.010414,-0.13289,1.6675,8.205,2.409e-009,0.422,100000,17.2,-0.498,Multi-c-Si
REC Solar REC220PE,47.9,1.65,60,8.2,36.6,7.7,28.7,0.000902,-0.11639,1.4502,8.208,8.899e-011,0.478,503.06,3.8,-0.457,Multi-c-Si
REC Solar REC220PE (BLK),47.9,1.65,60,8.2,36.6,7.7,28.7,0.000902,-0.11639,1.4502,8.208,8.899e-011,0.478,503.06,3.8,-0.457,Multi-c-Si
REC Solar REC220PE-US,47.9,1.65,60,8.2,36.6,7.7,28.7,0.000902,-0.11639,1.4502,8.208,8.899e-011,0.478,503.06,3.8,-0.457,Multi-c-Si
REC Solar REC220PE-US (BLK),47.9,1.65,60,8.2,36.6,7.7,28.7,0.000902,-0.11639,1.4502,8.208,8.899e-011,0.478,503.06,3.8,-0.457,Multi-c-Si
REC Solar REC225AE-US,49,1.65,60,8.2,36.8,7.7,29.1,0.010414,-0.13358,1.6843,8.2,2.658e-009,0.387,7673.92,18.2,-0.498,Multi-c-Si
REC Solar REC225AE-US (BLK),49,1.65,60,8.2,36.8,7.7,29.1,0.010414,-0.13358,1.6843,8.2,2.658e-009,0.387,7673.92,18.2,-0.498,Multi-c-Si
REC Solar REC225PE,47.9,1.65,60,8.2,36.8,7.7,29.1,0.000902,-0.11702,1.4644,8.208,9.908e-011,0.444,449.47,4.7,-0.457,Multi-c-Si
REC Solar REC225PE (BLK),47.9,1.65,60,8.2,36.8,7.7,29.1,0.000902,-0.11702,1.4644,8.208,9.908e-011,0.444,449.47,4.7,-0.457,Multi-c-Si
REC Solar REC225PE-US,47.9,1.65,60,8.2,36.8,7.7,29.1,0.000902,-0.11702,1.4644,8.208,9.908e-011,0.444,449.47,4.7,-0.457,Multi-c-Si
REC Solar REC225PE-US (BLK),47.9,1.65,60,8.2,36.8,7.7,29.1,0.000902,-0.11702,1.4644,8.208,9.908e-011,0.444,449.47,4.7,-0.457,Multi-c-Si
REC Solar REC230AE-US,49,1.65,60,8.3,37.1,7.8,29.4,0.010541,-0.13471,1.6998,8.301,2.756e-009,0.375,100000,18.4,-0.498,Multi-c-Si
REC Solar REC230AE-US (BLK),49,1.65,60,8.3,37.1,7.8,29.4,0.010541,-0.13467,1.6996,8.301,2.747e-009,0.375,100000,18.4,-0.498,Multi-c-Si
REC Solar REC230PE,47.9,1.65,60,8.3,37.1,7.8,29.4,0.000913,-0.11798,1.4777,8.307,1.027e-010,0.432,484.53,4.9,-0.457,Multi-c-Si
REC Solar REC230PE (BLK),47.9,1.65,60,8.3,37.1,7.8,29.4,0.000913,-0.11798,1.4777,8.307,1.027e-010,0.432,484.53,4.9,-0.457,Multi-c-Si
REC Solar REC230PE-US,47.9,1.65,60,8.3,37.1,7.8,29.4,0.000913,-0.11798,1.4777,8.307,1.027e-010,0.432,484.53,4.9,-0.457,Multi-c-Si
REC Solar REC230PE-US (BLK),47.9,1.65,60,8.3,37.1,7.8,29.4,0.000913,-0.11798,1.4777,8.307,1.027e-010,0.432,484.53,4.9,-0.457,Multi-c-Si
REC Solar REC235PE,45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE (BLK),45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC235PE Q2,45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE Q2 ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC235PE Q3,45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE Q3 ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC235PE(BLK) ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC235PE-US,45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE-US (BLK),45.5,1.587,60,8.51,36.7,7.96,29.6,0.002119,-0.109,1.4467,8.523,8.03e-011,0.35,231.87,9.946,-0.425,Multi-c-Si
REC Solar REC235PE-US ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC235PE-US(BLK) ECO,46,1.587,60,8.66,36.6,8.06,29.5,0.00407,-0.1259,1.549,8.674,4.65e-010,0.319,203.51,8.817,-0.465,Multi-c-Si
REC Solar REC240PE,45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE (BLK),45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC240PE Q2,45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE Q2 ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC240PE Q3,45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE Q3 ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC240PE(BLK) ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC240PE-US,45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE-US (BLK),45.5,1.587,60,8.6,37,8.04,29.9,0.002141,-0.10989,1.4605,8.613,8.4e-011,0.34,221.17,10.24,-0.425,Multi-c-Si
REC Solar REC240PE-US ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC240PE-US(BLK) ECO,46,1.587,60,8.75,36.8,8.17,29.7,0.004113,-0.12659,1.5557,8.761,4.59e-010,0.312,249.93,8.607,-0.465,Multi-c-Si
REC Solar REC245PE,45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE (BLK),45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC245PE Q2,45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE Q2 ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC245PE Q3,45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE Q3 ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC245PE(BLK) ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC245PE-US,45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE-US (BLK),45.5,1.587,60,8.68,37.2,8.12,30.2,0.002161,-0.11048,1.4716,8.692,8.96e-011,0.319,224.45,10.74,-0.425,Multi-c-Si
REC Solar REC245PE-US ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC245PE-US(BLK) ECO,46,1.587,60,8.8,37.1,8.23,30.1,0.004136,-0.12762,1.5718,8.809,4.86e-010,0.29,274.77,9.059,-0.465,Multi-c-Si
REC Solar REC250PE,45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE (BLK),45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
REC Solar REC250PE Q2,45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE Q2 ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
REC Solar REC250PE Q3,45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE Q3 ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
REC Solar REC250PE(BLK) ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
REC Solar REC250PE-US,45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE-US (BLK),45.5,1.587,60,8.76,37.5,8.2,30.5,0.002181,-0.11138,1.4844,8.772,9.2e-011,0.311,231.62,10.89,-0.425,Multi-c-Si
REC Solar REC250PE-US ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
REC Solar REC250PE-US(BLK) ECO,46,1.587,60,8.86,37.4,8.3,30.2,0.004164,-0.12866,1.5785,8.868,4.49e-010,0.311,332.28,8.292,-0.465,Multi-c-Si
Renesola Jiangsu JC180S-24-Db,44.7,1.277,72,5.32,44.8,5,36,0.004219,-0.16097,1.8923,5.323,2.761e-010,0.658,1103.12,3.3,-0.436,Mono-c-Si
Renesola Jiangsu JC185S-24-Db,44.7,1.277,72,5.43,45,5.08,36.4,0.004306,-0.16169,1.9136,5.436,3.281e-010,0.591,581.84,4.6,-0.436,Mono-c-Si
Renesola Jiangsu JC190S-24-Db,44.7,1.277,72,5.53,45.2,5.16,36.8,0.004385,-0.1624,1.9329,5.537,3.796e-010,0.528,448.47,5.7,-0.436,Mono-c-Si
Renesola Jiangsu JC195S-24-Db,46.4,1.277,72,5.7,45.3,5.41,37.1,0.003682,-0.17087,1.9121,5.761,2.93e-010,0.471,735.81,-1.465,-0.436,Mono-c-Si
Renesola Jiangsu JC200S-24-Db,46.4,1.277,72,5.61,45,5.32,36.7,0.003624,-0.16974,1.8956,5.67,2.75e-010,0.51,701.16,-1.844,-0.436,Mono-c-Si
Renesola Jiangsu JC220M-24-Bb,44.2,1.627,60,8.01,37.1,7.64,28.8,0.007201,-0.21793,1.6153,8.133,8.618e-010,0.494,100000,-33.4,-0.447,Multi-c-Si
Renesola Jiangsu JC225M-24-Bb,44.2,1.627,60,8.14,37.2,7.76,29,0.007318,-0.21851,1.6236,8.257,9.248e-010,0.469,100000,-33.1,-0.447,Multi-c-Si
Renesola Jiangsu JC225S-24-Bb,52.1,1.627,60,7.92,38.2,7.79,28.9,0.002843,-0.14245,1.6062,8.311,3.898e-010,0.622,100000,-0.8,-0.51,Mono-c-Si
Renesola Jiangsu JC230M-24-Bb,44.2,1.627,60,8.27,37.3,7.9,29.1,0.007435,-0.2191,1.6279,8.405,9.41e-010,0.458,100000,-33.1,-0.447,Multi-c-Si
Renesola Jiangsu JC230S-24-Bb,52.1,1.627,60,8.03,38.3,7.9,29.1,0.002883,-0.14282,1.6138,8.423,4.154e-010,0.597,100000,-0.4,-0.51,Mono-c-Si
Renesola Jiangsu JC235M-24-Bb,44.2,1.627,60,8.41,37.35,8.02,29.3,0.007561,-0.21939,1.6366,8.528,1.046e-009,0.428,100000,-32.6,-0.447,Multi-c-Si
Renesola Jiangsu JC235S-24-Bb,46.5,1.627,60,8.56,37.2,7.98,29.5,0.006266,-0.14542,1.5753,8.573,4.68e-010,0.395,269.38,-4.482,-0.443,Mono-c-Si
Renesola Jiangsu JC240M-24-Bb,44.2,1.627,60,8.55,37.4,8.11,29.6,0.007686,-0.21969,1.6494,8.615,1.223e-009,0.385,100000,-31.8,-0.447,Multi-c-Si
Renesola Jiangsu JC240S-24-Bb,46.5,1.627,60,8.71,37.2,8.16,29.5,0.006376,-0.14542,1.5707,8.718,4.47e-010,0.389,438.68,-4.984,-0.443,Mono-c-Si
ReneSola Jiangsu JC240S-24-Bb-b,44.2,1.627,60,8.71,37.2,8.16,29.5,0.006411,-0.14962,1.5587,8.718,3.723e-010,0.392,417.14,-9.04,-0.432,Mono-c-Si
Renesola Jiangsu JC245M-24-Bb,44.2,1.627,60,8.67,37.1,8.09,30.3,0.007794,-0.21793,1.6826,8.677,2.27e-009,0.239,284.45,-28.17,-0.447,Multi-c-Si
ReneSola Jiangsu JC245M-24-Bbv,46.5,1.627,60,8.74,37.1,8.19,29.9,0.006852,-0.15601,1.6223,8.746,1.01e-009,0.307,433.31,-5.747,-0.459,Multi-c-Si
Renesola Jiangsu JC245S-24-Bb,46.5,1.627,60,8.72,37.8,8.17,30,0.006383,-0.14776,1.5968,8.728,4.53e-010,0.391,445.14,-4.902,-0.443,Mono-c-Si
ReneSola Jiangsu JC245S-24-Bb-b,44.2,1.627,60,8.79,37.4,8.19,30,0.006469,-0.15042,1.5834,8.803,4.769e-010,0.341,228.58,-7.247,-0.432,Mono-c-Si
Renesola Jiangsu JC250M-24-Bb,44.2,1.627,60,8.66,37.3,8.25,30.3,0.007785,-0.2191,1.671,8.747,1.77e-009,0.265,4555.76,-29.7,-0.447,Multi-c-Si
ReneSola Jiangsu JC250M-24-Bbv,46.5,1.627,60,8.84,37.3,8.29,30.2,0.006931,-0.15685,1.635,8.846,1.08e-009,0.285,450.27,-5.319,-0.459,Multi-c-Si
Renesola Jiangsu JC250S-24-Bb,46.5,1.627,60,8.78,37.8,8.26,30.3,0.006427,-0.14776,1.6026,8.784,4.99e-010,0.345,755.75,-4.213,-0.443,Mono-c-Si
ReneSola Jiangsu JC250S-24-Bb-b,44.2,1.627,60,8.87,37.5,8.32,30.1,0.006528,-0.15083,1.5819,8.877,4.45e-010,0.336,416.71,-7.851,-0.432,Mono-c-Si
Renesola Jiangsu JC255M-24-Bb,44.2,1.627,60,8.86,37.5,8.4,30.4,0.007965,-0.22028,1.6831,8.952,1.87e-009,0.268,617.32,-29.48,-0.447,Multi-c-Si
ReneSola Jiangsu JC255M-24-Bbv,46.5,1.627,60,8.98,37.4,8.43,30.3,0.00704,-0.15727,1.639,8.985,1.1e-009,0.279,512.1,-5.357,-0.459,Multi-c-Si
Renesola Jiangsu JC255S-24-Bb,46.7,1.627,60,8.99,37.6,8.44,30.2,0.005933,-0.14751,1.5785,8.997,4.03e-010,0.331,445.52,-6.285,-0.437,Mono-c-Si
ReneSola Jiangsu JC255S-24-Bb-b,44.2,1.627,60,8.99,37.6,8.44,30.2,0.006617,-0.15123,1.5859,8.996,4.501e-010,0.33,459.93,-7.869,-0.432,Mono-c-Si
ReneSola Jiangsu JC260M-24-Bbv,46.5,1.627,60,9.09,37.6,8.56,30.4,0.007127,-0.15811,1.6425,9.092,1.04e-009,0.286,1058.39,-5.9,-0.459,Multi-c-Si
Renesola Jiangsu JC260S-24-Bb,46.7,1.627,60,9.1,37.7,8.55,30.4,0.006006,-0.1479,1.5857,9.106,4.27e-010,0.312,468.37,-5.933,-0.437,Mono-c-Si
ReneSola Jiangsu JC260S-24-Bb-b,44.2,1.627,60,9.1,37.7,8.55,30.4,0.006698,-0.15163,1.5932,9.106,4.774e-010,0.31,484.37,-7.521,-0.432,Mono-c-Si
ReneSola Jiangsu JC265M-24-Bbv,46.5,1.627,60,9.1,38,8.63,30.7,0.007134,-0.15979,1.6609,9.196,1.06e-009,0.289,546.35,-5.815,-0.459,Multi-c-Si
Renesola Jiangsu JC265S-24-Ab,49.4,1.94,72,8.08,44.5,7.55,35.1,0.004129,-0.14921,1.8242,8.091,2.03e-010,0.545,385.68,4.8,-0.445,Mono-c-Si
Renesola Jiangsu JC270M-24-Ab,47.8,1.94,72,8.2,44.5,7.71,35,0.007749,-0.18632,1.9175,8.202,6.826e-010,0.525,2659.57,-8.2,-0.444,Multi-c-Si
Renesola Jiangsu JC270S-24-Ab,49.4,1.94,72,8.14,44.6,7.67,35.2,0.00416,-0.14954,1.8207,8.143,1.865e-010,0.538,1609.62,4,-0.445,Mono-c-Si
